Motion Through Fluids Experiment Thu, Feb 15, 2024 10:51 AM
Time(sec)	Position(mm)
14.267	288.843
14.317	289.669
14.367	0.000
14.417	0.000
14.467	0.000
14.517	0.000
14.567	0.000
14.617	0.000
14.667	0.000
14.717	0.000
14.767	0.000
14.817	0.000
14.867	0.000
14.917	0.000
14.967	0.000
15.017	0.000
15.067	0.000
15.117	0.000
15.167	0.000
15.217	0.000
15.267	0.000
15.317	0.000
15.367	0.000
15.417	0.000
15.467	0.000
15.517	0.000
15.567	0.000
15.617	0.000
15.667	0.000
15.717	0.000
15.767	0.000
15.817	0.000
15.867	0.000
15.917	0.000
15.967	0.000
16.017	0.000
16.067	0.000
16.117	0.000
16.167	0.000
16.217	0.000
16.267	0.000
16.317	0.000
16.367	0.000
16.417	0.000
16.467	0.000
16.517	0.000
16.567	0.000
16.617	0.000
16.667	0.000
16.717	0.000
16.768	0.000
16.817	0.000
16.867	0.000
16.917	0.000
16.967	0.000
17.017	0.000
17.067	0.000
17.117	0.000
17.167	0.000
17.217	0.000
17.267	0.000
17.317	0.000
17.367	0.000
17.417	0.000
17.467	0.000
